year,week,sl_no,state,district,disease,cases,deaths,report_week,date_reporting,remarks
2013,49,5,Rajasthan,Karauli,Xv. Food Poisoning,30.0,0.0,,02/12/13,"Cases of loose motion and vomiting, abdominal pain reported from Village Marmada, PHC Kailadevi, CHC Karanpur, District Karauli. Medical team investigated the outbreak. Cases consumed food in a Mid- day meal program in a school. 2 food samples collected for lab examination; result awaited."
2013,49,6,Tamil Nadu,Sivaganga,Xvi. Acute Diarrhoeal Disease,15.0,0.0,,30/11/13,"Cases of diarrohea were reported from Village Singampuneri, SC O Siruvayal, PHC Sokkalingampudur, Block Malaittanpatti, District Sivaganga. Medical team investigated the outbreak. House to house survey done. All cases treated. 2 water samples collected; result awaited. Chlorination of water sources done. Health education given regarding safe drinking water and sanitation."
2013,49,7,West Bengal,Purulia,Xvii. Acute Diarrhoeal Disease,33.0,0.0,,28/11/13,"Cases of diarrhoea were reported from Village Hariharpur, SC Kenda, Block Puncha, District Purulia. Block health team investigated the outbreak. Active search of cases done. Poor hygiene and sanitation was observed in the community. One stool sample collected; result awaited. ORS packets were distributed. Chlorination of water sources done. IEC done."
2013,49,1,Jharkhand,Pakur,Xviii. Measles,12.0,0.0,,,"Cases of fever with rash reported from Village Narayan Khor, SC Rahaspur, Block Pakur, District Pakur. Medical team investigated the outbreak. Active search for cases done. 5 serum samples collected and sent to NICED; result awaited. Affected age group was less than 5 years. Health education given regarding isolation of cases."
2013,49,2,Kerala,Malappuram,Xix. Hand Foot Mouth Disease,30.0,0.0,,,"Cases reported from Villages Kavanoor, Edavanna, Areacode, Block Edavanna, District Malappuram. District RRT investigated the outbreak. Active search for cases done. Serum samples were collected and sent to Manipal; result awaited. Cases treated symptomatically. Health education given regarding personal hygiene and isolation of cases."
2013,49,,,Palakkad,Xx. Viral Hepatitis A,21.0,0.0,,,"Cases of jaundice reported from Village Ongallur, SC Kundurkara, PHC Ongallur, Block Koppam, District Palakkad. District RRT investigated the outbreak. House to house survey done. All cases treated locally. 5 serum samples collected were positive for Viral Hepatitis A (IgM ELISA). Chlorination of water sources done. IEC done regarding safe drinking water, hygiene and sanitation."
2013,49,3,Maharashtra,Akola,Xxi. Fever,20.0,1.0,,,"Cases of fever with joint pain and headache reported from Village Diuthana, SC Chandikapur, PHC Savara, Block Akot, District Akola. District RRT investigated the outbreak. House to house survey done. All cases treated symptomatically. 20 blood smears collected were negative for malaria. 5 serum samples collected were negative for Dengue and Chikungunya. Entomological survey done. Vector control measures undertaken. Health education given."
2013,49,,,Ahmednagar,Xxii. ? Dengue,15.0,1.0,,,"Cases of fever reported from urban area of Navnagapur, PHC Dehere, Block Nagar, District Ahmednagar. Medical team investigated the outbreak. Active search for cases done. Symptomatic treatment given to cases. Entomological survey done. Out of 3 serum sample collected, 1 serum sample was positive for Dengue (IgM ELISA). Anti larval activities and fogging done. Health education given."
2013,49,,,Latur,Xxiii. Chikungunya,,0.0,,,"Cases of fever with joint pain reported from Village Kawatha, SC Kelgaon, PHC Bhada, Block Ausa, District Latur. Medical team investigated the outbreak. House to house fever survey done. Cases treated locally. 22 blood smears collected were negative for malaria. 16 serum samples collected were positive for Chikungunya (IgM ELISA). Entomological survey done. Vector control measures undertaken. IEC done."
2013,50,,Through Integrated Disease Surveillance Programme (Idsp),,Through Integrated Disease Surveillance Programme (Idsp),,,,,
2013,50,,50Th Week (9Th -15Th December) 2013,,50Th Week (9Th -15Th December) 2013,,,,,
2013,50,1,Gujarat,Porbandar,I. Food Poisoning,20.0,0.0,,11/12/13,"Cases of diarrhoea and vomiting reported from SC Kolikhada, PHC Bakharia, District Porbandar. District RRT investigated the outbreak. Medical team investigated the outbreak. Active search for cases done. Cases had consumed Jathropha seeds. All cases treated. IEC done."
2013,50,2,Haryana,Mewat,Ii. Measles,19.0,0.0,,11/12/13,"Cases of fever with rash reported from Villages Malabwass & Kathpuri, SC Tair, PHC Pingawana, Block Punhana, District Mewat. District RRT investigated the outbreak. House to house survey done. 5 serum samples collected; result awaited. Affected cases were children less than 13 years. All cases treated symptomatically. IEC done."
2013,50,3,Karnataka,Bellary,Iii. Fever,16.0,0.0,,12/12/13,"Cases of fever reported from Village Ulvathi, PHC Albur, Block H.B.Halli, District Bellary. District RRT investigated the outbreak. House to house survey done. Temporary medical camp organized. All cases treated. 16 blood smears collected were negative for Malaria. 7 serum samples collected; result awaited. Anti larval activities and fogging done. IEC done."
2013,50,,,Belgaum,Iv. Acute Diarrhoeal Disease,29.0,0.0,,13/12/13,"Cases of fever reported from Village Sultanpur, PHC/CHC Nooginhal, Block Hukkeri, District Belgaum. District RRT investigated the outbreak. House to house survey done. Cases treated at General Hospital Hukkeri. 3 stool samples collected; result awaited. 2 water samples collected were non potable. Alternate supply of drinking water provided. Chlorination of water sources done. IEC done regarding safe drinking water and sanitation."
2013,50,,,Hassan,V. Measles,20.0,0.0,,12/12/13,"Cases of fever with rash reported from Village Chikkabyagatavalli, PHC Paduvalhippe, Block H.N.Pura, District Hassan. District RRT investigated the outbreak. House to house fever survey done. Symptomatic treatment given to cases. 4 serum samples collected; result awaited. IEC done regarding isolation of cases."
2013,50,4,Maharashtra,Jalgaon,Vi. Fever,21.0,0.0,,12/12/13,"Cases of fever reported from Village/SC/PHC Ruikheda, District Jalgaon. Medical team investigated the outbreak. House to house fever survey done. Cases treated symptomatically. Entomological survey done (HI 9.31, CI 3.10, and BI 9.31). 21 blood smears collected were negative for malaria. 11 serum samples collected; result awaited. Anti larval activities and fogging done. Health education given."
2013,50,,Maharashtra,Sangli,Vii. Cholera,99.0,1.0,,07/12/13,"Cases of loose motion and vomiting reported from Village Ozarde, SC Surul, PHC Peth, Block Walwa, District Sangli. Medical team investigated the outbreak. House to house survey done. Pipeline leakages were observed in the affected area. Symptomatic treatment given to cases. All 7 stool samples collected were positive for cholera culture. Chlorination of water sources done. Pipeline leakages were repaired. Health education given regarding safe drinking water and sanitation."
2013,50,5,Odisha,Rayagada,Viii. Food Poisoning,25.0,0.0,,10/12/13,"Cases of vomiting, pain abdomen reported from Neharupanga Ashram School, Village Neharupanga, SC Jarapa, Block/CHC Chandrapur, District Rayagada. Block health team investigated the outbreak. Cases consumed food in a hostel. Symptomatic treatement given to cases. Disinfection of surroundings done. IEC done regarding safe drinking water and food hygiene."
2013,50,,,Jagatsingh Pur,Ix. Acute Diarrhoeal Disease,12.0,0.0,,13/12/13,"Cases of diarrhoea reported from Village Pratappur, SC Fatepur, PHC Malahunka, Block Kujanga, District Jagatsinghpur. District RRT investigated the outbreak. House to house survey done. Temporary medical camp organized in the locality. Cases treated symptomatically. 2 water samples and 2 stool samples; result awaited. Chlorination of water sources done. Health education given regarding safe drinking water and sanitation."
2013,50,6,Rajasthan,Alwar,X. Acute Diarrhoeal Disease,46.0,0.0,,10/12/13,"Cases of lose motion, vomiting reported from Village Malawali, SC Khohra, PHC Maujpur, Block Laxmangarh, District Alwar. District RRT investigated the outbreak. House to house survey done. Cases treated symptomatically. Chlorine tablets distributed in the community. IEC done regarding safe drinking water, hygiene and sanitation."
2013,50,,,Bharatpur,Xi. Food Poisoning,55.0,0.0,,06/12/13,"Cases of abdominal pain, vomiting and loose motion reported from Village /SC Sikri, Block Nagar, District Bharatpur. Block health team investigated the outbreak. House to house survey done. Cases consumed food in social ceremony. Cases treated locally. Health education given regarding safe food habits, and personal hygiene."
2013,50,7,Uttarakhand,Tehri,Xii. Acute Diarrhoeal Disease,13.0,1.0,,13/12/13,"Cases of loose motions, vomiting reported from Village Kundia, Block Fakot, District Tehri. District RRT investigated the outbreak. Medical team investigated the outbreak. Temporary medical camp organized. Cases treated symptomatically. Deceased was 72 year old female. 3 stool samples collected; result awaited. Chlorination of water sources done. ORS packets distributed in the community. Health education given regarding safe drinking water and sanitation."
2013,50,1,Assam,Kamrup (M),Xiii. Diphtheria,13.0,0.0,,,"Cases reported from Village Morangbari, PHC Saoapur, District Kamrup (M). State and District RRT investigated the outbreak. Active search for cases done. All cases treated. Out of 13 samples collected, 3 samples tested positive for C. diphtheria on culture. Health education given regarding isolation of cases."
2013,50,2,Karnataka,Udupi,Xiv. Measles,10.0,0.0,,,"Cases of fever with rash reported from Village Herga B & Manipal, PHC Hirebettu & Hiriadka, Block Udupi, District Udupi. Medical team investigated the outbreak. Active search of cases done. 6 serum samples were positive for measles (IgM ELISA). Vitamin A solution given to cases. Health education given regarding isolation of cases."
2013,50,3,Maharashtra,Aurangabad,Xv. Fever,28.0,0.0,,,"Cases of fever reported from Village Tandulwadi, SC Jehul, PHC Aurala, Block Kannad, District Aurangabad. Medical team investigated the outbreak. House to house fever survey done. Cases treated symptomatically. Entomological survey done (HI 1.87%, BI 1.87%), Mosquito density 11 per man hour. 24 blood smears collected were negative for malaria. 7 serum samples collected; result awaited. Anti larval activities and fogging done. Health education given."
2013,50,,,Satara,Xvi. Acute Diarrhoeal Disease,16.0,0.0,,,"Cases of diarrhoea were reported from Village Sonwadi, PHC Thoseghar, Block/District Satara. Medical team investigated the outbreak. Active search for cases done. Pipeline leakages were observed in the community. All cases treated locally. 14 water samples collected; result awaited. Chlorination of water sources done. Instruction given for repairing pipeline leakage. Health education given regarding use of boiled water for drinking purpose and personal hygiene."
2013,50,,,,Xvii. Acute Diarrhoeal Disease,34.0,0.0,,,"Cases of diarrhoea were reported from Village Shendre, PHC Kumathe, Block/District Satara. Medical team investigated the outbreak. House to house to survey done. Pipeline leakages were observed in the community. Symptomatic treatment given to cases. 8 water samples collected; result awaited. 2 stool samples collected; result awaited. Chlorination of water sources done. Pipeline leakages were repaired. Health education given regarding use of boiled water for drinking purpose and personal hygiene."
