date,state,disease,total_cases,total_deaths
2013-06-24,Odisha,Acute Diarrhoeal Disease,20,0
2013-07-01,Odisha,Acute Diarrhoeal Disease,13,0
2013-07-08,Odisha,Acute Diarrhoeal Disease,15,0
2013-08-19,Odisha,Acute Diarrhoeal Disease,19,0
2013-08-26,Odisha,Acute Diarrhoeal Disease,12,0
2013-10-07,Odisha,Acute Diarrhoeal Disease,20,0
2013-10-14,Odisha,Acute Diarrhoeal Disease,15,0
2013-12-09,Odisha,Acute Diarrhoeal Disease,13,0
2013-12-16,Odisha,Acute Diarrhoeal Disease,56,0
2013-12-30,Odisha,Acute Diarrhoeal Disease,21,0
2014-02-17,Odisha,Acute Diarrhoeal Disease,41,0
2014-02-24,Odisha,Acute Diarrhoeal Disease,56,0
2014-05-12,Odisha,Acute Diarrhoeal Disease,21,0
2014-05-26,Odisha,Acute Diarrhoeal Disease,24,0
2014-06-23,Odisha,Acute Diarrhoeal Disease,22,0
2014-06-30,Odisha,Acute Diarrhoeal Disease,17,0
2014-07-21,Odisha,Acute Diarrhoeal Disease,22,1
2014-07-28,Odisha,Acute Diarrhoeal Disease,95,1
2014-08-04,Odisha,Acute Diarrhoeal Disease,20,0
2014-09-01,Odisha,Acute Diarrhoeal Disease,39,1
2014-10-20,Odisha,Acute Diarrhoeal Disease,129,0
2015-02-02,Odisha,Acute Diarrhoeal Disease,0,0
2015-06-15,Odisha,Acute Diarrhoeal Disease,28,0
2015-06-29,Odisha,Acute Diarrhoeal Disease,30,0
2015-07-06,Odisha,Acute Diarrhoeal Disease,24,0
2015-08-03,Odisha,Acute Diarrhoeal Disease,23,0
2015-08-24,Odisha,Acute Diarrhoeal Disease,82,1
2015-09-07,Odisha,Acute Diarrhoeal Disease,14,2
2015-09-14,Odisha,Acute Diarrhoeal Disease,26,1
2015-09-28,Odisha,Acute Diarrhoeal Disease,45,0
2015-11-16,Odisha,Acute Diarrhoeal Disease,23,0
2015-11-23,Odisha,Acute Diarrhoeal Disease,13,0
2015-11-30,Odisha,Acute Diarrhoeal Disease,10,0
2015-12-07,Odisha,Acute Diarrhoeal Disease,36,0
2015-12-14,Odisha,Acute Diarrhoeal Disease,24,0
2015-12-21,Odisha,Acute Diarrhoeal Disease,29,0
2016-01-18,Odisha,Acute Diarrhoeal Disease,11,0
2016-02-01,Odisha,Acute Diarrhoeal Disease,69,0
2016-02-15,Odisha,Acute Diarrhoeal Disease,43,0
2016-02-29,Odisha,Acute Diarrhoeal Disease,0,0
2016-03-07,Odisha,Acute Diarrhoeal Disease,44,0
2016-03-28,Odisha,Acute Diarrhoeal Disease,0,0
2016-04-25,Odisha,Acute Diarrhoeal Disease,19,0
2016-05-02,Odisha,Acute Diarrhoeal Disease,67,0
2016-05-16,Odisha,Acute Diarrhoeal Disease,17,0
2016-05-23,Odisha,Acute Diarrhoeal Disease,30,0
2016-05-30,Odisha,Acute Diarrhoeal Disease,38,0
2016-06-06,Odisha,Acute Diarrhoeal Disease,23,0
2016-06-13,Odisha,Acute Diarrhoeal Disease,16,2
2016-06-20,Odisha,Acute Diarrhoeal Disease,62,0
2016-07-11,Odisha,Acute Diarrhoeal Disease,173,0
2016-07-25,Odisha,Acute Diarrhoeal Disease,94,0
2016-08-01,Odisha,Acute Diarrhoeal Disease,21,1
2016-08-08,Odisha,Acute Diarrhoeal Disease,15,0
2016-08-15,Odisha,Acute Diarrhoeal Disease,27,0
2016-08-22,Odisha,Acute Diarrhoeal Disease,36,0
2016-08-29,Odisha,Acute Diarrhoeal Disease,61,4
2016-09-12,Odisha,Acute Diarrhoeal Disease,0,1
2016-09-19,Odisha,Acute Diarrhoeal Disease,120,0
2016-09-26,Odisha,Acute Diarrhoeal Disease,15,0
2016-10-03,Odisha,Acute Diarrhoeal Disease,83,3
2016-10-31,Odisha,Acute Diarrhoeal Disease,66,0
2016-11-14,Odisha,Acute Diarrhoeal Disease,56,0
2016-11-21,Odisha,Acute Diarrhoeal Disease,33,0
2016-11-28,Odisha,Acute Diarrhoeal Disease,36,0
2016-12-05,Odisha,Acute Diarrhoeal Disease,22,0
2016-12-12,Odisha,Acute Diarrhoeal Disease,14,0
2016-12-19,Odisha,Acute Diarrhoeal Disease,11,0
2017-01-09,Odisha,Acute Diarrhoeal Disease,13,0
2017-01-16,Odisha,Acute Diarrhoeal Disease,15,0
2017-01-30,Odisha,Acute Diarrhoeal Disease,21,0
2017-02-06,Odisha,Acute Diarrhoeal Disease,1,1
2017-02-13,Odisha,Acute Diarrhoeal Disease,24,0
2020-05-18,Odisha,Acute Diarrhoeal Disease,52,0
2020-09-14,Odisha,Acute Diarrhoeal Disease,6,0
2021-03-29,Odisha,Acute Diarrhoeal Disease,10,0
2021-04-26,Odisha,Acute Diarrhoeal Disease,40,1
2021-06-14,Odisha,Acute Diarrhoeal Disease,18,0
2022-02-07,Odisha,Acute Diarrhoeal Disease,15,0
2022-04-11,Odisha,Acute Diarrhoeal Disease,32,0
2022-07-11,Odisha,Acute Diarrhoeal Disease,85,0
2016-02-29,Odisha,Acute Encephalitis Syndrome,0,1
2015-08-24,Odisha,Acute Febrile Illness,47,0
2016-05-16,Odisha,Acute Febrile Illness,3,1
2013-04-22,Odisha,Anthrax,14,0
2015-04-06,Odisha,Anthrax,0,0
2015-05-25,Odisha,Anthrax,0,4
2015-06-08,Odisha,Anthrax,12,2
2015-07-20,Odisha,Anthrax,4,0
2016-02-08,Odisha,Anthrax,3,0
2016-03-07,Odisha,Anthrax,3,0
2016-04-04,Odisha,Anthrax,5,0
2016-04-18,Odisha,Anthrax,7,0
2016-05-09,Odisha,Anthrax,12,0
2016-05-30,Odisha,Anthrax,15,0
2016-06-13,Odisha,Anthrax,12,0
2016-06-20,Odisha,Anthrax,10,0
2016-07-11,Odisha,Anthrax,26,0
2016-08-08,Odisha,Anthrax,3,0
2016-11-28,Odisha,Anthrax,2,0
2017-03-13,Odisha,Anthrax,9,0
2017-03-20,Odisha,Anthrax,0,0
2017-09-18,Odisha,Anthrax,1,0
2017-10-30,Odisha,Anthrax,2,0
2013-02-11,Odisha,Chickenpox,15,0
2013-03-25,Odisha,Chickenpox,11,0
2013-05-20,Odisha,Chickenpox,20,0
2013-05-27,Odisha,Chickenpox,25,0
2014-03-17,Odisha,Chickenpox,11,0
2014-03-31,Odisha,Chickenpox,156,1
2014-12-22,Odisha,Chickenpox,33,0
2015-10-12,Odisha,Chickenpox,31,0
2015-11-23,Odisha,Chickenpox,14,0
2015-12-07,Odisha,Chickenpox,28,0
2015-12-28,Odisha,Chickenpox,12,0
2016-01-11,Odisha,Chickenpox,44,0
2016-02-01,Odisha,Chickenpox,9,0
2016-02-08,Odisha,Chickenpox,31,0
2016-02-15,Odisha,Chickenpox,12,0
2016-02-29,Odisha,Chickenpox,43,0
2016-03-21,Odisha,Chickenpox,16,0
2016-04-04,Odisha,Chickenpox,13,0
2016-04-18,Odisha,Chickenpox,15,0
2016-06-20,Odisha,Chickenpox,9,0
2016-06-27,Odisha,Chickenpox,23,0
2016-07-25,Odisha,Chickenpox,11,0
2016-08-29,Odisha,Chickenpox,0,0
2016-09-19,Odisha,Chickenpox,0,0
2016-12-05,Odisha,Chickenpox,25,0
2016-12-19,Odisha,Chickenpox,12,0
2017-01-02,Odisha,Chickenpox,22,0
2017-01-23,Odisha,Chickenpox,26,0
2017-02-06,Odisha,Chickenpox,30,0
2017-03-06,Odisha,Chickenpox,26,0
2017-03-27,Odisha,Chickenpox,0,0
2017-08-28,Odisha,Chickenpox,26,0
2017-12-25,Odisha,Chickenpox,27,0
2018-01-08,Odisha,Chickenpox,0,0
2018-01-15,Odisha,Chickenpox,0,0
2018-01-29,Odisha,Chickenpox,0,0
2018-03-12,Odisha,Chickenpox,14,0
2020-11-30,Odisha,Chickenpox,11,0
2021-02-08,Odisha,Chickenpox,16,0
2021-02-22,Odisha,Chickenpox,23,0
2015-09-28,Odisha,Chikungunya,56,0
2019-12-09,Odisha,Chikungunya,142,0
2013-08-19,Odisha,Cholera,22,0
2013-11-04,Odisha,Cholera,23,1
2014-01-13,Odisha,Cholera,42,0
2014-01-20,Odisha,Cholera,135,0
2014-07-28,Odisha,Cholera,10,0
2014-08-18,Odisha,Cholera,13,0
2014-09-01,Odisha,Cholera,14,0
2014-10-20,Odisha,Cholera,40,1
2016-07-04,Odisha,Cholera,54,4
2016-07-11,Odisha,Cholera,10,2
2016-07-25,Odisha,Cholera,12,0
2016-10-31,Odisha,Cholera,44,0
2015-08-31,Odisha,Fever With Rash,28,0
2016-03-21,Odisha,Fever With Rash,12,0
2016-04-04,Odisha,Fever With Rash,8,0
2016-07-25,Odisha,Fever With Rash,15,0
2017-01-16,Odisha,Fever With Rash,11,0
2013-01-21,Odisha,Food Poisoning,150,0
2013-02-11,Odisha,Food Poisoning,95,0
2013-03-11,Odisha,Food Poisoning,67,0
2013-05-06,Odisha,Food Poisoning,15,0
2013-05-13,Odisha,Food Poisoning,0,0
2013-06-10,Odisha,Food Poisoning,10,0
2013-06-24,Odisha,Food Poisoning,91,0
2013-08-19,Odisha,Food Poisoning,55,0
2013-11-11,Odisha,Food Poisoning,39,1
2013-11-25,Odisha,Food Poisoning,73,0
2013-12-09,Odisha,Food Poisoning,47,0
2013-12-16,Odisha,Food Poisoning,55,0
2013-12-30,Odisha,Food Poisoning,12,0
2014-01-06,Odisha,Food Poisoning,42,0
2014-02-03,Odisha,Food Poisoning,34,0
2014-03-03,Odisha,Food Poisoning,7,1
2014-03-10,Odisha,Food Poisoning,26,0
2014-03-17,Odisha,Food Poisoning,90,0
2014-03-24,Odisha,Food Poisoning,46,0
2014-03-31,Odisha,Food Poisoning,10,0
2014-04-14,Odisha,Food Poisoning,66,0
2014-05-19,Odisha,Food Poisoning,21,0
2014-06-02,Odisha,Food Poisoning,0,0
2014-07-21,Odisha,Food Poisoning,25,0
2014-08-25,Odisha,Food Poisoning,51,0
2014-09-01,Odisha,Food Poisoning,45,1
2014-09-15,Odisha,Food Poisoning,35,0
2014-11-17,Odisha,Food Poisoning,27,0
2015-02-02,Odisha,Food Poisoning,0,0
2015-03-02,Odisha,Food Poisoning,0,0
2015-06-01,Odisha,Food Poisoning,61,0
2015-08-24,Odisha,Food Poisoning,69,0
2015-09-28,Odisha,Food Poisoning,15,0
2015-11-09,Odisha,Food Poisoning,34,0
2015-12-21,Odisha,Food Poisoning,45,0
2015-12-28,Odisha,Food Poisoning,11,0
2016-01-11,Odisha,Food Poisoning,242,0
2016-01-18,Odisha,Food Poisoning,20,0
2016-02-01,Odisha,Food Poisoning,271,0
2016-02-08,Odisha,Food Poisoning,94,0
2016-02-22,Odisha,Food Poisoning,43,0
2016-02-29,Odisha,Food Poisoning,0,0
2016-03-07,Odisha,Food Poisoning,41,0
2016-03-14,Odisha,Food Poisoning,0,0
2016-03-21,Odisha,Food Poisoning,0,0
2016-03-28,Odisha,Food Poisoning,0,0
2016-04-18,Odisha,Food Poisoning,19,0
2016-04-25,Odisha,Food Poisoning,39,0
2016-05-02,Odisha,Food Poisoning,39,0
2016-05-09,Odisha,Food Poisoning,86,0
2016-05-16,Odisha,Food Poisoning,8,0
2016-06-13,Odisha,Food Poisoning,33,0
2016-06-20,Odisha,Food Poisoning,47,1
2016-08-15,Odisha,Food Poisoning,62,0
2016-09-12,Odisha,Food Poisoning,0,0
2016-09-26,Odisha,Food Poisoning,22,0
2016-11-07,Odisha,Food Poisoning,62,0
2016-11-21,Odisha,Food Poisoning,295,0
2016-11-28,Odisha,Food Poisoning,20,0
2016-12-05,Odisha,Food Poisoning,35,0
2017-01-02,Odisha,Food Poisoning,30,0
2017-02-27,Odisha,Food Poisoning,14,0
2020-02-10,Odisha,Food Poisoning,5,1
2020-08-17,Odisha,Food Poisoning,24,0
2020-11-09,Odisha,Food Poisoning,26,0
2021-03-01,Odisha,Food Poisoning,121,0
2021-03-15,Odisha,Food Poisoning,21,2
2021-03-29,Odisha,Food Poisoning,24,0
2022-04-04,Odisha,Food Poisoning,18,0
2024-10-07,Odisha,Food Poisoning,123,0
2024-11-25,Odisha,Food Poisoning,6,1
2016-07-25,Odisha,Gastroenteritis,19,0
2016-08-08,Odisha,Gastroenteritis,22,0
2016-09-26,Odisha,Gastroenteritis,15,0
2016-10-31,Odisha,Gastroenteritis,11,0
2016-12-19,Odisha,Gastroenteritis,33,0
2016-03-21,Odisha,Hepatitis A And E,57,0
2013-02-11,Odisha,Measles,32,0
2013-03-18,Odisha,Measles,52,0
2013-03-25,Odisha,Measles,21,0
2013-04-08,Odisha,Measles,14,0
2013-04-15,Odisha,Measles,11,0
2013-05-06,Odisha,Measles,17,0
2013-07-08,Odisha,Measles,67,1
2013-12-30,Odisha,Measles,32,0
2014-02-17,Odisha,Measles,31,0
2014-03-03,Odisha,Measles,13,0
2014-03-10,Odisha,Measles,11,0
2014-03-31,Odisha,Measles,25,0
2015-01-05,Odisha,Measles,0,0
2015-07-20,Odisha,Measles,17,0
2015-07-27,Odisha,Measles,24,0
2015-12-07,Odisha,Measles,47,0
2015-12-21,Odisha,Measles,47,0
2016-01-25,Odisha,Measles,28,0
2016-02-08,Odisha,Measles,10,0
2016-02-15,Odisha,Measles,13,0
2016-04-25,Odisha,Measles,14,0
2016-07-18,Odisha,Measles,9,0
2016-11-21,Odisha,Measles,13,0
2016-12-05,Odisha,Measles,13,0
2017-01-30,Odisha,Measles,20,0
2017-02-20,Odisha,Measles,5,0
2017-04-03,Odisha,Measles,0,0
2018-02-26,Odisha,Measles,10,0
2025-04-07,Odisha,Measles,21,0
2016-01-25,Odisha,Poisoning,11,0
2013-04-01,Odisha,Viral Hepatitis,32,1
2014-02-03,Odisha,Viral Hepatitis,11,0
2014-04-28,Odisha,Viral Hepatitis,26,0
2014-12-22,Odisha,Viral Hepatitis,365,7
2014-12-29,Odisha,Viral Hepatitis,0,0
2015-01-19,Odisha,Viral Hepatitis,0,24
2015-04-06,Odisha,Viral Hepatitis,0,0
2015-04-27,Odisha,Viral Hepatitis,0,0
2015-07-06,Odisha,Viral Hepatitis,11,0
2015-07-20,Odisha,Viral Hepatitis,21,0
2015-07-27,Odisha,Viral Hepatitis,38,0
2015-08-10,Odisha,Viral Hepatitis,9,0
2015-08-17,Odisha,Viral Hepatitis,9,0
2015-08-24,Odisha,Viral Hepatitis,81,0
2015-08-31,Odisha,Viral Hepatitis,26,0
2015-09-21,Odisha,Viral Hepatitis,0,0
2015-10-05,Odisha,Viral Hepatitis,12,0
2015-11-16,Odisha,Viral Hepatitis,17,0
2016-02-15,Odisha,Viral Hepatitis,8,0
2016-02-29,Odisha,Viral Hepatitis,18,0
2016-04-04,Odisha,Viral Hepatitis,84,0
2016-04-25,Odisha,Viral Hepatitis,6,0
2016-05-16,Odisha,Viral Hepatitis,5,0
2016-05-23,Odisha,Viral Hepatitis,7,0
2016-05-30,Odisha,Viral Hepatitis,11,0
2016-06-13,Odisha,Viral Hepatitis,44,0
2016-06-20,Odisha,Viral Hepatitis,7,0
2016-07-25,Odisha,Viral Hepatitis,27,0
2016-08-22,Odisha,Viral Hepatitis,14,0
2016-08-29,Odisha,Viral Hepatitis,12,0
2016-09-05,Odisha,Viral Hepatitis,0,0
2016-09-12,Odisha,Viral Hepatitis,0,0
2016-09-19,Odisha,Viral Hepatitis,22,0
2016-09-26,Odisha,Viral Hepatitis,15,0
2016-12-05,Odisha,Viral Hepatitis,7,0
2017-04-03,Odisha,Viral Hepatitis,0,0
2019-04-15,Odisha,Viral Hepatitis,9,0
2020-11-09,Odisha,Viral Hepatitis,4,0
2014-03-03,Puducherry,Chickenpox,20,0
2014-03-17,Puducherry,Chickenpox,13,0
2014-04-28,Puducherry,Chickenpox,11,0
2020-04-20,Puducherry,Cholera,2,0
2014-09-01,Puducherry,Dengue,23,0
2016-10-03,Puducherry,Dengue,9,2
2016-11-21,Puducherry,Dengue,4,0
2021-01-11,Puducherry,Dengue,6,0
2021-03-01,Puducherry,Dengue,11,0
2014-09-29,Puducherry,Food Poisoning,70,0
2015-03-02,Puducherry,Food Poisoning,0,0
2016-08-22,Puducherry,Food Poisoning,11,0
2018-01-22,Puducherry,Scrub Typhus,0,0
2018-02-05,Puducherry,Scrub Typhus,0,0
2020-08-31,Puducherry,Scrub Typhus,1,0
2013-07-15,Punjab,Acute Diarrhoeal Disease,12,0
2013-08-05,Punjab,Acute Diarrhoeal Disease,15,0
2013-08-19,Punjab,Acute Diarrhoeal Disease,15,0
2013-08-26,Punjab,Acute Diarrhoeal Disease,99,0
2014-05-26,Punjab,Acute Diarrhoeal Disease,11,0
2015-01-19,Punjab,Acute Diarrhoeal Disease,45,0
2015-04-27,Punjab,Acute Diarrhoeal Disease,0,0
2015-09-14,Punjab,Acute Diarrhoeal Disease,12,0
2015-10-19,Punjab,Acute Diarrhoeal Disease,18,0
2016-03-28,Punjab,Acute Diarrhoeal Disease,0,0
2016-05-16,Punjab,Acute Diarrhoeal Disease,14,0
2016-05-23,Punjab,Acute Diarrhoeal Disease,43,0
2016-05-30,Punjab,Acute Diarrhoeal Disease,20,0
2016-06-06,Punjab,Acute Diarrhoeal Disease,7,1
2016-07-04,Punjab,Acute Diarrhoeal Disease,70,0
2016-07-18,Punjab,Acute Diarrhoeal Disease,67,0
2016-07-25,Punjab,Acute Diarrhoeal Disease,67,0
2016-08-01,Punjab,Acute Diarrhoeal Disease,54,2
2016-08-08,Punjab,Acute Diarrhoeal Disease,34,1
2016-08-15,Punjab,Acute Diarrhoeal Disease,15,0
2018-08-13,Punjab,Acute Diarrhoeal Disease,71,0
2018-10-29,Punjab,Acute Diarrhoeal Disease,79,2
2019-10-07,Punjab,Acute Diarrhoeal Disease,129,0
2020-06-08,Punjab,Acute Diarrhoeal Disease,37,0
2021-05-03,Punjab,Acute Diarrhoeal Disease,19,0
2021-06-07,Punjab,Acute Diarrhoeal Disease,344,0
2021-09-27,Punjab,Acute Diarrhoeal Disease,25,0
2021-11-01,Punjab,Acute Diarrhoeal Disease,49,6
2022-05-02,Punjab,Acute Diarrhoeal Disease,11,0
2013-12-23,Punjab,Chickenpox,24,0
2015-06-08,Punjab,Chickenpox,22,0
2015-08-10,Punjab,Chickenpox,6,0
2015-10-12,Punjab,Chickenpox,39,0
2015-10-26,Punjab,Chickenpox,5,0
2015-11-16,Punjab,Chickenpox,47,0
2015-12-14,Punjab,Chickenpox,8,0
2015-12-28,Punjab,Chickenpox,10,0
2016-01-04,Punjab,Chickenpox,12,0
2016-01-18,Punjab,Chickenpox,31,0
2016-02-08,Punjab,Chickenpox,4,0
2016-02-22,Punjab,Chickenpox,8,0
2016-03-07,Punjab,Chickenpox,7,0
2016-03-21,Punjab,Chickenpox,0,0
2016-04-04,Punjab,Chickenpox,25,0
2016-04-18,Punjab,Chickenpox,31,0
2016-04-25,Punjab,Chickenpox,37,0
2016-05-02,Punjab,Chickenpox,33,0
2016-05-09,Punjab,Chickenpox,49,0
2016-05-16,Punjab,Chickenpox,115,0
2016-05-23,Punjab,Chickenpox,12,0
2016-05-30,Punjab,Chickenpox,61,0
2016-06-06,Punjab,Chickenpox,14,0
2016-06-27,Punjab,Chickenpox,15,0
2016-09-05,Punjab,Chickenpox,0,0
2016-12-05,Punjab,Chickenpox,11,0
2016-12-12,Punjab,Chickenpox,16,0
2016-12-19,Punjab,Chickenpox,16,0
2017-08-14,Punjab,Chickenpox,4,2
2020-08-31,Punjab,Chickenpox,3,0
2013-09-02,Punjab,Cholera,46,0
2013-09-09,Punjab,Cholera,15,0
2013-09-23,Punjab,Cholera,22,0
2014-07-28,Punjab,Cholera,177,0
2014-08-18,Punjab,Cholera,10,0
2014-09-29,Punjab,Cholera,94,0
2014-11-03,Punjab,Cholera,13,0
2015-08-31,Punjab,Cholera,18,0
2016-05-30,Punjab,Cholera,480,2
2016-07-04,Punjab,Cholera,39,0
2016-07-18,Punjab,Cholera,326,0
2016-08-15,Punjab,Cholera,165,0
2016-08-29,Punjab,Cholera,0,0
2017-01-16,Punjab,Cholera,103,0
2017-02-27,Punjab,Cholera,135,0
2013-10-07,Punjab,Diphtheria,6,0
2015-11-23,Punjab,Diphtheria,10,0
2016-08-22,Punjab,Diphtheria,1,0
2016-10-31,Punjab,Diphtheria,2,1
2016-12-19,Punjab,Diphtheria,7,1
2016-03-14,Punjab,Fever With Rash,0,0
2013-03-18,Punjab,Food Poisoning,44,0
2013-04-15,Punjab,Food Poisoning,32,3
2013-09-30,Punjab,Food Poisoning,14,0
2014-02-24,Punjab,Food Poisoning,48,0
2014-03-31,Punjab,Food Poisoning,30,0
2016-01-11,Punjab,Food Poisoning,9,0
2016-08-01,Punjab,Food Poisoning,182,2
2016-08-08,Punjab,Gastroenteritis,28,0
2016-08-15,Punjab,Gastroenteritis,15,1
2014-06-02,Punjab,Hepatitis A And E,0,0
2014-12-01,Punjab,Hepatitis A And E,9,0
2016-01-25,Punjab,Hepatitis A And E,4,0
2013-04-22,Punjab,Hepatitis C,14,0
2016-04-25,Punjab,Leptospirosis,1,0
2014-10-13,Punjab,Measles,51,0
2014-12-22,Punjab,Measles,11,0
2015-01-05,Punjab,Measles,0,0
2015-01-12,Punjab,Measles,15,0
2015-04-20,Punjab,Measles,28,0
2015-04-27,Punjab,Measles,0,0
2015-05-18,Punjab,Measles,4,0
2015-06-01,Punjab,Measles,4,0
2015-06-15,Punjab,Measles,4,0
2015-06-22,Punjab,Measles,45,0
2016-03-14,Punjab,Measles,0,0
2016-04-04,Punjab,Measles,7,0
2013-09-09,Punjab,Mumps,30,0
2014-02-17,Punjab,Mumps,76,0
2014-05-19,Punjab,Mumps,15,0
2014-11-24,Punjab,Mumps,15,0
2015-02-09,Punjab,Mumps,0,0
2015-08-17,Punjab,Mumps,29,0
2015-09-14,Punjab,Mumps,8,0
2015-09-21,Punjab,Mumps,9,0
2015-10-26,Punjab,Mumps,15,0
2015-12-14,Punjab,Mumps,4,0
2016-02-08,Punjab,Mumps,5,0
2016-04-04,Punjab,Mumps,34,0
2016-04-25,Punjab,Mumps,35,0
2016-09-12,Punjab,Mumps,0,0
2016-11-14,Punjab,Mumps,6,0
2017-02-13,Punjab,Mumps,32,0
2018-01-15,Punjab,Mumps,0,0
2013-04-22,Punjab,Typhoid Fever,54,0
2013-02-11,Punjab,Viral Hepatitis,21,0
2013-04-08,Punjab,Viral Hepatitis,60,0
2013-06-17,Punjab,Viral Hepatitis,39,0
2014-03-10,Punjab,Viral Hepatitis,79,1
2014-10-20,Punjab,Viral Hepatitis,10,0
2015-01-26,Punjab,Viral Hepatitis,0,0
2015-05-18,Punjab,Viral Hepatitis,7,0
2015-07-06,Punjab,Viral Hepatitis,21,0
2015-07-13,Punjab,Viral Hepatitis,21,0
2015-08-03,Punjab,Viral Hepatitis,53,0
2015-08-24,Punjab,Viral Hepatitis,12,1
2015-09-07,Punjab,Viral Hepatitis,10,0
2016-02-01,Punjab,Viral Hepatitis,118,0
2016-02-15,Punjab,Viral Hepatitis,9,0
2016-02-29,Punjab,Viral Hepatitis,0,0
2016-04-04,Punjab,Viral Hepatitis,123,0
2016-07-18,Punjab,Viral Hepatitis,18,0
2016-08-15,Punjab,Viral Hepatitis,5,0
2016-09-05,Punjab,Viral Hepatitis,0,0
2013-03-25,Rajasthan,Acute Diarrhoeal Disease,29,0
2013-06-03,Rajasthan,Acute Diarrhoeal Disease,122,0
2013-06-17,Rajasthan,Acute Diarrhoeal Disease,80,0
2013-07-01,Rajasthan,Acute Diarrhoeal Disease,17,0
2013-07-08,Rajasthan,Acute Diarrhoeal Disease,36,0
2013-12-16,Rajasthan,Acute Diarrhoeal Disease,46,0
2014-04-28,Rajasthan,Acute Diarrhoeal Disease,40,0
2014-05-12,Rajasthan,Acute Diarrhoeal Disease,20,0
2014-07-14,Rajasthan,Acute Diarrhoeal Disease,17,0
2014-12-08,Rajasthan,Acute Diarrhoeal Disease,142,0
2015-02-02,Rajasthan,Acute Diarrhoeal Disease,0,0
2015-04-06,Rajasthan,Acute Diarrhoeal Disease,0,0
2015-04-20,Rajasthan,Acute Diarrhoeal Disease,21,0
2015-06-01,Rajasthan,Acute Diarrhoeal Disease,24,0
2015-06-22,Rajasthan,Acute Diarrhoeal Disease,30,0
2015-10-05,Rajasthan,Acute Diarrhoeal Disease,52,0
2015-10-12,Rajasthan,Acute Diarrhoeal Disease,38,0
2015-11-23,Rajasthan,Acute Diarrhoeal Disease,65,0
2015-11-30,Rajasthan,Acute Diarrhoeal Disease,39,0
2016-04-04,Rajasthan,Acute Diarrhoeal Disease,23,0
2016-04-18,Rajasthan,Acute Diarrhoeal Disease,22,0
2016-04-25,Rajasthan,Acute Diarrhoeal Disease,60,0
2016-05-02,Rajasthan,Acute Diarrhoeal Disease,57,0
2016-05-09,Rajasthan,Acute Diarrhoeal Disease,32,0
2016-05-16,Rajasthan,Acute Diarrhoeal Disease,148,0
2016-05-23,Rajasthan,Acute Diarrhoeal Disease,115,0
2016-05-30,Rajasthan,Acute Diarrhoeal Disease,14,0
2016-06-06,Rajasthan,Acute Diarrhoeal Disease,112,0
2016-07-11,Rajasthan,Acute Diarrhoeal Disease,14,0
2016-07-18,Rajasthan,Acute Diarrhoeal Disease,59,0
2016-07-25,Rajasthan,Acute Diarrhoeal Disease,107,1
2016-08-01,Rajasthan,Acute Diarrhoeal Disease,9,2
2016-08-08,Rajasthan,Acute Diarrhoeal Disease,127,1
2016-08-15,Rajasthan,Acute Diarrhoeal Disease,203,0
2017-10-30,Rajasthan,Acute Diarrhoeal Disease,191,0
2023-10-30,Rajasthan,Acute Diarrhoeal Disease,95,0
2017-11-20,Rajasthan,Acute Encephalitis Syndrome,14,0
2013-05-20,Rajasthan,Acute Febrile Illness,172,0
2013-07-29,Rajasthan,Acute Febrile Illness,42,0
2015-01-05,Rajasthan,Acute Febrile Illness,83,0
2015-08-31,Rajasthan,Acute Febrile Illness,13,0
2015-09-21,Rajasthan,Acute Febrile Illness,131,0
2014-03-31,Rajasthan,CCHF,1,0
2015-10-26,Rajasthan,CCHF,1,0
2016-03-14,Rajasthan,Chickenpox,0,0
2016-04-25,Rajasthan,Chickenpox,11,1
2016-05-30,Rajasthan,Chickenpox,11,1
2017-04-10,Rajasthan,Chickenpox,0,0
2015-11-23,Rajasthan,Chikungunya,32,0
2016-08-29,Rajasthan,Chikungunya,220,0
2016-09-05,Rajasthan,Chikungunya,0,0
2016-10-24,Rajasthan,Chikungunya,15,0
2015-09-07,Rajasthan,Cholera,55,0
2015-12-21,Rajasthan,Cholera,7,0
2016-04-04,Rajasthan,Cholera,59,2
2016-06-06,Rajasthan,Cholera,77,0
2016-06-27,Rajasthan,Cholera,14,0
2016-07-11,Rajasthan,Cholera,45,0
2016-07-25,Rajasthan,Cholera,49,0
2016-08-01,Rajasthan,Cholera,110,0
2016-08-22,Rajasthan,Cholera,546,0
2016-08-29,Rajasthan,Cholera,0,7
2014-05-19,Rajasthan,Dengue,24,0
2015-05-18,Rajasthan,Dengue,202,1
2015-08-24,Rajasthan,Dengue,32,0
2015-08-31,Rajasthan,Dengue,55,1
2015-10-19,Rajasthan,Dengue,8,0
2016-04-04,Rajasthan,Dengue,40,0
2016-04-18,Rajasthan,Dengue,99,0
2016-04-25,Rajasthan,Dengue,34,0
2016-05-02,Rajasthan,Dengue,105,0
2016-09-12,Rajasthan,Dengue,0,1
2016-10-03,Rajasthan,Dengue,130,0
2017-12-18,Rajasthan,Dengue,30,0
2018-10-29,Rajasthan,Dengue,126,4
2016-04-04,Rajasthan,Dengue And Chikungunya,105,0
2016-08-29,Rajasthan,Dengue And Chikungunya,115,0
2014-11-03,Rajasthan,Diphtheria,152,4
2015-09-21,Rajasthan,Fever With Rash,11,0
2016-02-08,Rajasthan,Fever With Rash,8,0
