date,state,disease,total_cases,total_deaths
2022-06-20,Chhattisgarh,Food Poisoning,15,0
2022-07-25,Chhattisgarh,Food Poisoning,3,1
2024-07-22,Chhattisgarh,Food Poisoning,7,1
2016-06-20,Chhattisgarh,Gastroenteritis,32,0
2016-08-01,Chhattisgarh,Gastroenteritis,65,0
2016-08-22,Chhattisgarh,Gastroenteritis,135,0
2016-09-19,Chhattisgarh,Gastroenteritis,43,0
2016-10-03,Chhattisgarh,Gastroenteritis,264,0
2015-01-19,Chhattisgarh,Hepatitis A And E,0,0
2015-10-19,Chhattisgarh,Influenza H1N1,6,2
2015-10-26,Chhattisgarh,Influenza H1N1,0,0
2015-11-09,Chhattisgarh,Influenza H1N1,0,0
2015-11-16,Chhattisgarh,Influenza H1N1,0,0
2015-12-14,Chhattisgarh,Influenza H1N1,0,0
2013-05-27,Chhattisgarh,Malaria,79,0
2013-08-05,Chhattisgarh,Malaria,0,0
2016-09-05,Chhattisgarh,Malaria,0,0
2016-10-03,Chhattisgarh,Malaria,12,0
2017-06-26,Chhattisgarh,Malaria,0,0
2020-05-25,Chhattisgarh,Malaria,5,0
2022-07-25,Chhattisgarh,Malaria,9,1
2015-02-09,Chhattisgarh,Measles,0,0
2025-03-03,Chhattisgarh,Measles,13,0
2024-08-19,Chhattisgarh,Mumps,17,0
2022-06-27,Chhattisgarh,Mushroom Poisoning,9,0
2022-12-26,Chhattisgarh,Scrub Typhus,2,0
2025-02-24,Chhattisgarh,Typhoid Fever,11,0
2013-02-25,Chhattisgarh,Viral Hepatitis,8,0
2013-03-11,Chhattisgarh,Viral Hepatitis,42,0
2013-12-09,Chhattisgarh,Viral Hepatitis,0,0
2014-03-03,Chhattisgarh,Viral Hepatitis,7,0
2014-03-17,Chhattisgarh,Viral Hepatitis,21,0
2014-12-29,Chhattisgarh,Viral Hepatitis,22,0
2016-04-18,Chhattisgarh,Viral Hepatitis,12,0
2020-04-13,Chhattisgarh,Viral Hepatitis,9,0
2020-05-11,Chhattisgarh,Viral Hepatitis,65,0
2016-11-28,Dadra And Nagar Haveli And Daman And Diu,Acute Diarrhoeal Disease,53,0
2022-06-20,Dadra And Nagar Haveli And Daman And Diu,Acute Diarrhoeal Disease,17,0
2022-12-05,Dadra And Nagar Haveli And Daman And Diu,Acute Diarrhoeal Disease,10,0
2015-01-05,Dadra And Nagar Haveli And Daman And Diu,Chickenpox,0,0
2016-01-18,Dadra And Nagar Haveli And Daman And Diu,Chickenpox,11,0
2016-02-08,Dadra And Nagar Haveli And Daman And Diu,Chickenpox,7,0
2016-02-15,Dadra And Nagar Haveli And Daman And Diu,Chickenpox,10,0
2016-02-22,Dadra And Nagar Haveli And Daman And Diu,Chickenpox,14,0
2016-03-21,Dadra And Nagar Haveli And Daman And Diu,Chickenpox,0,0
2016-03-28,Dadra And Nagar Haveli And Daman And Diu,Chickenpox,0,0
2016-04-04,Dadra And Nagar Haveli And Daman And Diu,Chickenpox,11,0
2016-04-25,Dadra And Nagar Haveli And Daman And Diu,Chickenpox,13,0
2016-12-05,Dadra And Nagar Haveli And Daman And Diu,Chickenpox,59,0
2017-02-20,Dadra And Nagar Haveli And Daman And Diu,Chickenpox,42,0
2018-12-03,Dadra And Nagar Haveli And Daman And Diu,Chickenpox,12,0
2019-01-07,Dadra And Nagar Haveli And Daman And Diu,Chickenpox,19,0
2019-01-21,Dadra And Nagar Haveli And Daman And Diu,Chickenpox,23,0
2019-03-11,Dadra And Nagar Haveli And Daman And Diu,Chickenpox,9,0
2020-01-06,Dadra And Nagar Haveli And Daman And Diu,Chickenpox,7,0
2013-07-29,Dadra And Nagar Haveli And Daman And Diu,Cholera,12,0
2016-07-18,Dadra And Nagar Haveli And Daman And Diu,Cholera,2,0
2018-07-09,Dadra And Nagar Haveli And Daman And Diu,Cholera,3,0
2015-09-21,Dadra And Nagar Haveli And Daman And Diu,Dengue,16,0
2024-01-22,Dadra And Nagar Haveli And Daman And Diu,Food Poisoning,24,0
2019-09-23,Dadra And Nagar Haveli And Daman And Diu,Leptospirosis,3,2
2014-11-24,Dadra And Nagar Haveli And Daman And Diu,Measles,6,0
2015-02-09,Dadra And Nagar Haveli And Daman And Diu,Measles,0,0
2015-03-23,Dadra And Nagar Haveli And Daman And Diu,Measles,7,0
2015-09-21,Dadra And Nagar Haveli And Daman And Diu,Measles,6,0
2015-10-19,Dadra And Nagar Haveli And Daman And Diu,Measles,9,0
2015-12-07,Dadra And Nagar Haveli And Daman And Diu,Measles,4,0
2016-02-01,Dadra And Nagar Haveli And Daman And Diu,Measles,24,0
2015-10-05,Dadra And Nagar Haveli And Daman And Diu,Mumps,16,0
2015-10-19,Dadra And Nagar Haveli And Daman And Diu,Mumps,21,0
2015-11-09,Dadra And Nagar Haveli And Daman And Diu,Mumps,13,0
2016-01-25,Dadra And Nagar Haveli And Daman And Diu,Mumps,46,0
2016-05-16,Dadra And Nagar Haveli And Daman And Diu,Mumps,4,0
2016-05-23,Dadra And Nagar Haveli And Daman And Diu,Mumps,19,0
2016-10-03,Dadra And Nagar Haveli And Daman And Diu,Mumps,50,0
2019-04-01,Dadra And Nagar Haveli And Daman And Diu,Mumps,8,0
2020-04-13,Dadra And Nagar Haveli And Daman And Diu,Mumps,5,0
2020-05-25,Dadra And Nagar Haveli And Daman And Diu,Typhoid Fever,174,0
2021-07-12,Dadra And Nagar Haveli And Daman And Diu,Typhoid Fever,11,0
2013-03-04,Dadra And Nagar Haveli And Daman And Diu,Viral Hepatitis,36,0
2013-07-01,Delhi,Acute Diarrhoeal Disease,190,2
2014-10-20,Delhi,Acute Diarrhoeal Disease,21,0
2015-02-02,Delhi,Acute Diarrhoeal Disease,0,0
2015-08-31,Delhi,Acute Diarrhoeal Disease,21,0
2016-01-04,Delhi,Acute Diarrhoeal Disease,13,0
2016-03-28,Delhi,Acute Diarrhoeal Disease,47,0
2016-10-24,Delhi,Acute Diarrhoeal Disease,25,0
2015-12-14,Delhi,Acute Flaccid Paralysis,1,0
2013-07-29,Delhi,Cholera,50,1
2013-09-02,Delhi,Cholera,50,1
2016-08-01,Delhi,Cholera,26,0
2018-07-30,Delhi,Cholera,12,0
2019-07-29,Delhi,Cholera,5,0
2013-09-23,Delhi,Dengue,0,2
2015-08-17,Delhi,Dengue,119,1
2015-08-24,Delhi,Dengue,477,2
2015-08-31,Delhi,Dengue,778,2
2015-09-07,Delhi,Dengue,1160,2
2015-09-14,Delhi,Dengue,1872,2
2015-09-21,Delhi,Dengue,3194,17
2015-09-28,Delhi,Dengue,5982,17
2015-10-05,Delhi,Dengue,7606,25
2015-10-12,Delhi,Dengue,10683,30
2015-10-19,Delhi,Dengue,12020,32
2015-10-26,Delhi,Dengue,14246,32
2015-11-09,Delhi,Dengue,15254,38
2017-10-02,Delhi,Dengue,22,0
2018-09-17,Delhi,Dengue,48,0
2019-12-02,Delhi,Dengue,12,0
2015-08-31,Delhi,Food Poisoning,34,0
2015-12-21,Delhi,Kala-Azar,2,0
2014-03-31,Delhi,Measles,28,0
2015-01-19,Delhi,Measles,0,0
2015-03-02,Delhi,Measles,0,0
2015-07-13,Delhi,Measles,9,0
2015-07-20,Delhi,Measles,8,0
2015-11-09,Delhi,Measles,7,1
2016-01-04,Delhi,Measles,9,0
2016-02-08,Delhi,Measles,19,0
2016-02-15,Delhi,Measles,16,0
2016-02-29,Delhi,Measles,28,0
2016-03-14,Delhi,Measles,0,0
2016-04-25,Delhi,Measles,16,0
2016-05-02,Delhi,Measles,18,0
2016-05-09,Delhi,Measles,4,0
2016-05-23,Delhi,Measles,15,0
2016-05-30,Delhi,Measles,8,0
2017-11-20,Delhi,Measles,40,0
2018-01-15,Delhi,Measles,0,0
2018-01-29,Delhi,Measles,0,0
2018-02-05,Delhi,Measles,0,0
2022-10-17,Delhi,Measles,2,0
2014-02-24,Delhi,Viral Hepatitis,20,0
2015-03-30,Delhi,Viral Hepatitis,13,0
2013-05-27,Goa,Acute Diarrhoeal Disease,74,0
2018-10-15,Goa,Acute Diarrhoeal Disease,35,0
2019-02-18,Goa,Acute Diarrhoeal Disease,19,0
2013-12-23,Goa,Acute Febrile Illness,12,1
2015-03-09,Goa,Acute Febrile Illness,44,0
2013-06-17,Goa,Cholera,0,1
2013-03-18,Goa,Dengue,11,1
2015-06-08,Goa,Dengue,20,0
2017-09-11,Goa,Dengue,179,0
2019-05-20,Goa,Dengue,17,0
2023-08-07,Goa,Dengue,6,0
2013-06-03,Goa,Food Poisoning,45,1
2013-07-01,Goa,Food Poisoning,23,0
2013-07-29,Goa,Food Poisoning,19,0
2013-09-09,Goa,Food Poisoning,23,0
2019-12-23,Goa,Food Poisoning,58,0
2025-04-14,Goa,Food Poisoning,43,0
2015-10-12,Goa,Malaria,19,0
2018-08-06,Goa,Malaria,5,0
2015-02-16,Goa,Viral Hepatitis,17,0
2015-08-31,Goa,Viral Hepatitis,20,0
2015-09-14,Goa,Viral Hepatitis,20,0
2018-09-03,Goa,Viral Hepatitis,13,0
2013-01-28,Gujarat,Acute Diarrhoeal Disease,11,0
2013-04-01,Gujarat,Acute Diarrhoeal Disease,22,0
2013-05-06,Gujarat,Acute Diarrhoeal Disease,12,0
2013-06-03,Gujarat,Acute Diarrhoeal Disease,141,0
2013-06-24,Gujarat,Acute Diarrhoeal Disease,67,0
2013-07-01,Gujarat,Acute Diarrhoeal Disease,21,0
2013-07-08,Gujarat,Acute Diarrhoeal Disease,20,0
2013-07-22,Gujarat,Acute Diarrhoeal Disease,25,0
2013-08-26,Gujarat,Acute Diarrhoeal Disease,13,0
2013-09-02,Gujarat,Acute Diarrhoeal Disease,32,0
2013-09-16,Gujarat,Acute Diarrhoeal Disease,20,0
2013-09-23,Gujarat,Acute Diarrhoeal Disease,9,1
2013-09-30,Gujarat,Acute Diarrhoeal Disease,41,0
2013-10-28,Gujarat,Acute Diarrhoeal Disease,38,0
2013-12-23,Gujarat,Acute Diarrhoeal Disease,18,0
2014-01-13,Gujarat,Acute Diarrhoeal Disease,33,0
2014-04-07,Gujarat,Acute Diarrhoeal Disease,31,0
2014-04-21,Gujarat,Acute Diarrhoeal Disease,38,0
2014-04-28,Gujarat,Acute Diarrhoeal Disease,12,1
2014-05-12,Gujarat,Acute Diarrhoeal Disease,12,0
2014-05-26,Gujarat,Acute Diarrhoeal Disease,14,0
2014-06-02,Gujarat,Acute Diarrhoeal Disease,0,0
2014-06-09,Gujarat,Acute Diarrhoeal Disease,11,0
2014-06-16,Gujarat,Acute Diarrhoeal Disease,13,0
2014-07-07,Gujarat,Acute Diarrhoeal Disease,28,0
2014-07-14,Gujarat,Acute Diarrhoeal Disease,101,0
2014-07-21,Gujarat,Acute Diarrhoeal Disease,68,0
2014-07-28,Gujarat,Acute Diarrhoeal Disease,44,0
2014-08-04,Gujarat,Acute Diarrhoeal Disease,26,0
2014-08-11,Gujarat,Acute Diarrhoeal Disease,47,0
2014-08-25,Gujarat,Acute Diarrhoeal Disease,63,0
2014-09-08,Gujarat,Acute Diarrhoeal Disease,56,0
2014-09-15,Gujarat,Acute Diarrhoeal Disease,24,0
2014-10-06,Gujarat,Acute Diarrhoeal Disease,13,0
2014-11-24,Gujarat,Acute Diarrhoeal Disease,29,0
2014-12-01,Gujarat,Acute Diarrhoeal Disease,18,0
2014-12-08,Gujarat,Acute Diarrhoeal Disease,263,0
2014-12-15,Gujarat,Acute Diarrhoeal Disease,26,0
2014-12-29,Gujarat,Acute Diarrhoeal Disease,90,0
2015-01-26,Gujarat,Acute Diarrhoeal Disease,0,0
2015-02-09,Gujarat,Acute Diarrhoeal Disease,0,0
2015-02-16,Gujarat,Acute Diarrhoeal Disease,0,0
2015-03-30,Gujarat,Acute Diarrhoeal Disease,52,0
2015-05-18,Gujarat,Acute Diarrhoeal Disease,157,0
2015-06-08,Gujarat,Acute Diarrhoeal Disease,63,0
2015-06-29,Gujarat,Acute Diarrhoeal Disease,16,0
2015-07-20,Gujarat,Acute Diarrhoeal Disease,185,0
2015-08-03,Gujarat,Acute Diarrhoeal Disease,193,1
2015-08-10,Gujarat,Acute Diarrhoeal Disease,275,0
2015-09-14,Gujarat,Acute Diarrhoeal Disease,34,0
2016-01-11,Gujarat,Acute Diarrhoeal Disease,18,0
2016-01-25,Gujarat,Acute Diarrhoeal Disease,11,0
2016-03-21,Gujarat,Acute Diarrhoeal Disease,0,0
2016-03-28,Gujarat,Acute Diarrhoeal Disease,0,0
2016-04-04,Gujarat,Acute Diarrhoeal Disease,47,0
2016-05-02,Gujarat,Acute Diarrhoeal Disease,85,0
2016-05-16,Gujarat,Acute Diarrhoeal Disease,204,0
2016-05-30,Gujarat,Acute Diarrhoeal Disease,15,0
2016-06-06,Gujarat,Acute Diarrhoeal Disease,42,0
2016-06-27,Gujarat,Acute Diarrhoeal Disease,12,0
2016-07-11,Gujarat,Acute Diarrhoeal Disease,24,0
2016-07-18,Gujarat,Acute Diarrhoeal Disease,39,0
2016-07-25,Gujarat,Acute Diarrhoeal Disease,397,0
2016-09-19,Gujarat,Acute Diarrhoeal Disease,101,0
2016-10-03,Gujarat,Acute Diarrhoeal Disease,38,0
2016-10-24,Gujarat,Acute Diarrhoeal Disease,51,0
2016-12-12,Gujarat,Acute Diarrhoeal Disease,39,0
2017-02-20,Gujarat,Acute Diarrhoeal Disease,38,0
2017-02-27,Gujarat,Acute Diarrhoeal Disease,23,0
2017-06-05,Gujarat,Acute Diarrhoeal Disease,0,0
2017-09-18,Gujarat,Acute Diarrhoeal Disease,0,0
2017-09-25,Gujarat,Acute Diarrhoeal Disease,0,0
2017-10-30,Gujarat,Acute Diarrhoeal Disease,0,0
2017-12-04,Gujarat,Acute Diarrhoeal Disease,0,0
2018-01-15,Gujarat,Acute Diarrhoeal Disease,0,0
2018-03-05,Gujarat,Acute Diarrhoeal Disease,23,0
2018-04-23,Gujarat,Acute Diarrhoeal Disease,23,0
2018-07-23,Gujarat,Acute Diarrhoeal Disease,26,0
2019-05-27,Gujarat,Acute Diarrhoeal Disease,55,0
2019-07-29,Gujarat,Acute Diarrhoeal Disease,18,0
2019-12-23,Gujarat,Acute Diarrhoeal Disease,190,0
2020-01-27,Gujarat,Acute Diarrhoeal Disease,45,0
2020-06-22,Gujarat,Acute Diarrhoeal Disease,8,0
2021-05-31,Gujarat,Acute Diarrhoeal Disease,123,6
2021-06-07,Gujarat,Acute Diarrhoeal Disease,15,0
2021-07-05,Gujarat,Acute Diarrhoeal Disease,21,0
2021-07-12,Gujarat,Acute Diarrhoeal Disease,12,0
2021-07-19,Gujarat,Acute Diarrhoeal Disease,31,0
2021-09-13,Gujarat,Acute Diarrhoeal Disease,10,0
2021-10-18,Gujarat,Acute Diarrhoeal Disease,5,0
2021-11-08,Gujarat,Acute Diarrhoeal Disease,12,0
2021-12-06,Gujarat,Acute Diarrhoeal Disease,22,0
2021-12-13,Gujarat,Acute Diarrhoeal Disease,10,0
2022-01-17,Gujarat,Acute Diarrhoeal Disease,7,0
2022-02-14,Gujarat,Acute Diarrhoeal Disease,67,0
2022-03-07,Gujarat,Acute Diarrhoeal Disease,71,0
2022-03-21,Gujarat,Acute Diarrhoeal Disease,38,0
2022-04-25,Gujarat,Acute Diarrhoeal Disease,21,0
2022-08-22,Gujarat,Acute Diarrhoeal Disease,39,0
2022-09-12,Gujarat,Acute Diarrhoeal Disease,10,0
2022-11-14,Gujarat,Acute Diarrhoeal Disease,34,0
2022-12-12,Gujarat,Acute Diarrhoeal Disease,25,0
2023-01-30,Gujarat,Acute Diarrhoeal Disease,305,0
2023-03-27,Gujarat,Acute Diarrhoeal Disease,29,0
2023-04-24,Gujarat,Acute Diarrhoeal Disease,50,0
2024-01-15,Gujarat,Acute Diarrhoeal Disease,68,0
2024-01-22,Gujarat,Acute Diarrhoeal Disease,117,0
2024-05-13,Gujarat,Acute Diarrhoeal Disease,151,0
2017-10-23,Gujarat,Acute Encephalitis Syndrome,0,0
2024-07-15,Gujarat,Acute Encephalitis Syndrome,84,41
2013-03-11,Gujarat,Acute Febrile Illness,12,1
2013-04-29,Gujarat,Acute Febrile Illness,39,0
2013-05-13,Gujarat,Acute Febrile Illness,0,0
2013-10-14,Gujarat,Acute Febrile Illness,11,4
2013-10-21,Gujarat,Acute Febrile Illness,18,0
2013-11-11,Gujarat,Acute Febrile Illness,32,0
2013-12-23,Gujarat,Acute Febrile Illness,41,0
2014-09-29,Gujarat,Acute Febrile Illness,19,3
2016-05-23,Gujarat,Acute Febrile Illness,50,0
2018-01-22,Gujarat,Acute Febrile Illness,0,0
2018-07-23,Gujarat,Acute Febrile Illness,50,0
2022-02-21,Gujarat,Acute Flaccid Paralysis,7,0
2022-02-28,Gujarat,Acute Flaccid Paralysis,2,0
2022-02-28,Gujarat,Acute Flaccid Paralysis (Epstein Bar Virus & Human Herpes Virus 7),2,0
2013-07-15,Gujarat,CCHF,0,0
2013-08-12,Gujarat,CCHF,2,2
2013-08-19,Gujarat,CCHF,1,0
2013-09-02,Gujarat,CCHF,11,2
2013-09-16,Gujarat,CCHF,1,1
2014-03-24,Gujarat,CCHF,1,1
2014-07-28,Gujarat,CCHF,1,0
2014-08-18,Gujarat,CCHF,1,1
2014-12-22,Gujarat,CCHF,1,1
2015-07-13,Gujarat,CCHF,1,0
2015-07-20,Gujarat,CCHF,1,0
2015-08-24,Gujarat,CCHF,2,1
2015-12-21,Gujarat,CCHF,1,0
2016-01-25,Gujarat,CCHF,1,0
2016-02-08,Gujarat,CCHF,1,1
2016-02-15,Gujarat,CCHF,1,1
2016-02-22,Gujarat,CCHF,1,0
2016-03-28,Gujarat,CCHF,0,1
2016-09-05,Gujarat,CCHF,0,0
2016-09-12,Gujarat,CCHF,0,1
2016-12-12,Gujarat,CCHF,0,0
2017-01-30,Gujarat,CCHF,1,1
2017-09-18,Gujarat,CCHF,1,1
2017-11-06,Gujarat,CCHF,0,0
2018-12-24,Gujarat,CCHF,1,0
2019-03-25,Gujarat,CCHF,1,1
2019-09-09,Gujarat,CCHF,2,1
2019-09-16,Gujarat,CCHF,3,2
2019-09-23,Gujarat,CCHF,2,0
2019-10-07,Gujarat,CCHF,1,1
2019-11-25,Gujarat,CCHF,1,0
2020-03-23,Gujarat,CCHF,1,0
2020-06-15,Gujarat,CCHF,1,0
2021-11-01,Gujarat,CCHF,1,0
2022-03-21,Gujarat,CCHF,1,0
2022-04-25,Gujarat,CCHF,1,1
2022-11-21,Gujarat,CCHF,1,0
2014-07-28,Gujarat,Chandipura Viral Encephalitis,25,0
2014-08-11,Gujarat,Chandipura Viral Encephalitis,4,1
2016-06-20,Gujarat,Chandipura Viral Encephalitis,1,0
2019-07-29,Gujarat,Chandipura Viral Encephalitis,1,1
2024-07-22,Gujarat,Chandipura Viral Encephalitis,131,56
2013-02-11,Gujarat,Chickenpox,35,0
2014-04-07,Gujarat,Chickenpox,13,0
2016-03-28,Gujarat,Chickenpox,0,0
2016-04-04,Gujarat,Chickenpox,28,0
2017-02-13,Gujarat,Chickenpox,70,0
2017-03-27,Gujarat,Chickenpox,0,0
2017-05-01,Gujarat,Chickenpox,47,0
2020-05-11,Gujarat,Chickenpox,14,0
2013-04-08,Gujarat,Chikungunya,22,0
2013-12-02,Gujarat,Chikungunya,10,0
2016-10-24,Gujarat,Chikungunya,27,0
2016-10-31,Gujarat,Chikungunya,12,0
2017-01-30,Gujarat,Chikungunya,44,0
2017-10-30,Gujarat,Chikungunya,19,0
2019-05-27,Gujarat,Chikungunya,5,0
2013-05-27,Gujarat,Cholera,87,2
2013-06-10,Gujarat,Cholera,51,0
2013-06-24,Gujarat,Cholera,7,0
2013-07-22,Gujarat,Cholera,23,0
2014-11-17,Gujarat,Cholera,94,1
2015-03-02,Gujarat,Cholera,0,1
2015-10-12,Gujarat,Cholera,72,0
2016-03-21,Gujarat,Cholera,0,0
2016-04-04,Gujarat,Cholera,45,1
2016-04-25,Gujarat,Cholera,21,0
2016-05-02,Gujarat,Cholera,34,0
2016-05-09,Gujarat,Cholera,97,0
2016-05-23,Gujarat,Cholera,47,0
2016-06-13,Gujarat,Cholera,41,1
2016-06-27,Gujarat,Cholera,49,0
2016-07-11,Gujarat,Cholera,21,0
2016-07-18,Gujarat,Cholera,47,0
2016-08-08,Gujarat,Cholera,129,1
2016-08-15,Gujarat,Cholera,52,0
2017-06-19,Gujarat,Cholera,189,0
2017-06-26,Gujarat,Cholera,0,0
2017-07-03,Gujarat,Cholera,19,0
2017-12-11,Gujarat,Cholera,0,0
2017-12-25,Gujarat,Cholera,0,0
2018-08-06,Gujarat,Cholera,2,0
2019-08-19,Gujarat,Cholera,11,0
2021-06-28,Gujarat,Cholera,10,0
2021-08-02,Gujarat,Cholera,3,0
2021-09-20,Gujarat,Cholera,28,0
2021-10-04,Gujarat,Cholera,72,0
2023-07-24,Gujarat,Cholera,94,0
2024-01-29,Gujarat,Cholera,129,0
2024-06-03,Gujarat,Cholera,239,1
2024-09-02,Gujarat,Cholera,6,0
2013-09-30,Gujarat,Dengue,6,0
2015-12-21,Gujarat,Dengue,50,0
2016-05-30,Gujarat,Dengue,23,0
2022-05-02,Gujarat,Dengue,4,3
2019-12-30,Gujarat,Diphtheria,3,0
2015-09-14,Gujarat,Fever With Rash,35,0
2016-02-08,Gujarat,Fever With Rash,25,0
2016-02-29,Gujarat,Fever With Rash,0,0
2024-02-26,Gujarat,Fever With Rash,7,0
2013-01-21,Gujarat,Food Poisoning,12,0
2013-02-11,Gujarat,Food Poisoning,12,0
2013-03-11,Gujarat,Food Poisoning,94,0
2013-03-25,Gujarat,Food Poisoning,14,0
2013-04-22,Gujarat,Food Poisoning,12,0
2013-05-20,Gujarat,Food Poisoning,142,0
2013-05-27,Gujarat,Food Poisoning,46,0
2013-06-03,Gujarat,Food Poisoning,41,0
2013-06-17,Gujarat,Food Poisoning,38,0
2013-08-05,Gujarat,Food Poisoning,30,0
2013-10-07,Gujarat,Food Poisoning,18,0
2013-10-14,Gujarat,Food Poisoning,37,0
2013-11-11,Gujarat,Food Poisoning,14,0
2013-11-18,Gujarat,Food Poisoning,127,0
2013-12-02,Gujarat,Food Poisoning,20,0
2013-12-16,Gujarat,Food Poisoning,20,0
2014-02-03,Gujarat,Food Poisoning,13,0
2014-03-10,Gujarat,Food Poisoning,43,0
2014-03-17,Gujarat,Food Poisoning,44,0
2014-03-31,Gujarat,Food Poisoning,114,0
2014-05-05,Gujarat,Food Poisoning,25,0
2014-06-02,Gujarat,Food Poisoning,153,0
2014-06-30,Gujarat,Food Poisoning,40,0
2014-07-14,Gujarat,Food Poisoning,15,0
2014-09-01,Gujarat,Food Poisoning,14,0
2014-10-20,Gujarat,Food Poisoning,131,0
2014-12-08,Gujarat,Food Poisoning,60,0
2015-01-19,Gujarat,Food Poisoning,22,0
2015-02-16,Gujarat,Food Poisoning,46,0
2015-03-23,Gujarat,Food Poisoning,51,0
2015-03-30,Gujarat,Food Poisoning,210,0
2015-04-06,Gujarat,Food Poisoning,0,0
2015-04-20,Gujarat,Food Poisoning,25,3
2015-05-04,Gujarat,Food Poisoning,0,0
2015-05-11,Gujarat,Food Poisoning,36,0
2015-05-18,Gujarat,Food Poisoning,6,1
2015-06-01,Gujarat,Food Poisoning,14,0
2015-07-27,Gujarat,Food Poisoning,4,1
2015-12-14,Gujarat,Food Poisoning,29,0
2015-12-21,Gujarat,Food Poisoning,22,0
2015-12-28,Gujarat,Food Poisoning,63,0
2016-01-11,Gujarat,Food Poisoning,61,0
2016-01-25,Gujarat,Food Poisoning,284,0
2016-02-08,Gujarat,Food Poisoning,44,0
2016-02-15,Gujarat,Food Poisoning,58,0
2016-04-04,Gujarat,Food Poisoning,35,0
2016-04-18,Gujarat,Food Poisoning,52,0
2016-04-25,Gujarat,Food Poisoning,403,0
2016-05-02,Gujarat,Food Poisoning,209,0
2016-05-16,Gujarat,Food Poisoning,108,0
2016-06-27,Gujarat,Food Poisoning,59,0
2016-07-25,Gujarat,Food Poisoning,21,0
2016-09-05,Gujarat,Food Poisoning,0,0
2016-09-12,Gujarat,Food Poisoning,0,0
2016-10-03,Gujarat,Food Poisoning,57,0
2016-11-21,Gujarat,Food Poisoning,79,0
2016-12-19,Gujarat,Food Poisoning,13,0
2017-02-13,Gujarat,Food Poisoning,31,0
2017-02-27,Gujarat,Food Poisoning,130,0
2017-06-19,Gujarat,Food Poisoning,0,0
2017-08-14,Gujarat,Food Poisoning,0,0
2017-11-20,Gujarat,Food Poisoning,0,0
2017-12-11,Gujarat,Food Poisoning,0,0
2018-07-30,Gujarat,Food Poisoning,64,0
2018-10-15,Gujarat,Food Poisoning,121,0
2018-11-12,Gujarat,Food Poisoning,24,0
2018-11-26,Gujarat,Food Poisoning,36,0
2018-12-10,Gujarat,Food Poisoning,47,0
2019-01-21,Gujarat,Food Poisoning,237,0
2019-06-03,Gujarat,Food Poisoning,144,0
2019-09-02,Gujarat,Food Poisoning,59,0
2019-10-28,Gujarat,Food Poisoning,11,0
2020-02-24,Gujarat,Food Poisoning,48,0
2021-10-04,Gujarat,Food Poisoning,5,1
2021-12-06,Gujarat,Food Poisoning,48,1
2022-02-14,Gujarat,Food Poisoning,53,0
2022-02-28,Gujarat,Food Poisoning,1268,0
2022-03-21,Gujarat,Food Poisoning,57,0
2022-04-18,Gujarat,Food Poisoning,64,0
2022-05-23,Gujarat,Food Poisoning,132,0
2022-09-05,Gujarat,Food Poisoning,47,0
2022-10-03,Gujarat,Food Poisoning,114,0
2022-10-10,Gujarat,Food Poisoning,102,0
2022-11-07,Gujarat,Food Poisoning,343,0
2023-01-16,Gujarat,Food Poisoning,559,0
2023-02-06,Gujarat,Food Poisoning,32,0
2023-02-13,Gujarat,Food Poisoning,44,0
2023-02-20,Gujarat,Food Poisoning,18,0
2023-05-22,Gujarat,Food Poisoning,109,0
2023-06-05,Gujarat,Food Poisoning,9,0
2023-08-07,Gujarat,Food Poisoning,7,2
2015-07-27,Gujarat,Gastroenteritis,22,0
2016-02-15,Gujarat,Gastroenteritis,24,0
2016-05-30,Gujarat,Gastroenteritis,27,0
2016-06-20,Gujarat,Gastroenteritis,89,0
2016-07-11,Gujarat,Gastroenteritis,12,0
2017-01-30,Gujarat,Gastroenteritis,69,0
2017-02-27,Gujarat,Gastroenteritis,59,1
2022-03-07,Gujarat,Gastroenteritis,24,1
2022-01-31,Gujarat,Hepatitis B,8,0
2013-03-18,Gujarat,Influenza H1N1,0,121
2013-04-01,Gujarat,Influenza H1N1,0,169
2015-09-14,Gujarat,Influenza H1N1,0,0
2014-09-15,Gujarat,Malaria,32,0
2016-04-04,Gujarat,Malaria,114,0
2013-01-28,Gujarat,Measles,11,0
2013-12-30,Gujarat,Measles,22,0
2014-01-20,Gujarat,Measles,28,0
2014-02-10,Gujarat,Measles,17,0
2014-02-17,Gujarat,Measles,28,0
2014-02-24,Gujarat,Measles,16,0
2014-03-03,Gujarat,Measles,6,0
2014-03-24,Gujarat,Measles,34,0
2014-06-16,Gujarat,Measles,17,1
2014-09-15,Gujarat,Measles,30,0
2014-09-22,Gujarat,Measles,17,0
2014-09-29,Gujarat,Measles,30,0
2014-10-13,Gujarat,Measles,22,0
2014-12-08,Gujarat,Measles,8,0
2014-12-22,Gujarat,Measles,8,0
2015-02-02,Gujarat,Measles,0,0
2015-03-23,Gujarat,Measles,10,0
2015-04-20,Gujarat,Measles,136,0
2015-06-15,Gujarat,Measles,15,0
2015-08-31,Gujarat,Measles,29,0
2015-09-28,Gujarat,Measles,21,0
2015-10-12,Gujarat,Measles,18,0
2015-11-23,Gujarat,Measles,26,0
2016-01-11,Gujarat,Measles,11,0
2016-01-18,Gujarat,Measles,13,0
2016-02-15,Gujarat,Measles,68,0
2016-02-22,Gujarat,Measles,15,0
2016-02-29,Gujarat,Measles,26,0
